Interaction,Gene1 Name,Gene1 Interface Length,Gene1 Length,Gene1 Interface Mutation Count,Gene1 Mutation Count,Gene2 Name,Gene2 Interface Length,Gene2 Length,Gene2 Interface Mutation Count,Gene2 Mutation Count,P Value
SRC	AXL,SRC,22,258,1,31,AXL,21,278,0,3,0.941764
UBC	GRB2,UBC,21,75,0,2,GRB2,16,51,3,23,0.989371
PSMD14	PSMD1,PSMD14,34,276,2,12,PSMD1,43,812,1,2,0.071667
MET	SH2B1,MET,12,252,0,9,SH2B1,11,83,2,53,0.932282
PSMB1	PSMB5,PSMB1,15,213,1,10,PSMB5,16,201,1,19,0.649697
PSMB1	PSMB4,PSMB1,26,213,1,10,PSMB4,25,217,2,17,0.636445
PSMB1	PSMB7,PSMB1,28,213,0,10,PSMB7,31,220,1,9,0.938157
PSMB1	PSMB3,PSMB1,18,213,0,10,PSMB3,18,204,1,10,0.835647
PSMB1	PSMB2,PSMB1,10,191,1,10,PSMB2,13,178,1,10,0.356937
NCF1	NCF1,NCF1,65,176,7,17,NCF1,65,176,7,17,0.363809
PSMB1	PSMB8,PSMB1,19,213,0,10,PSMB8,20,201,2,24,0.843063
NCF1	NCF2,NCF1,18,32,0,17,NCF2,21,62,1,51,1.000000
PSMD14	PSMC2,PSMD14,9,276,2,12,PSMC2,10,307,0,1,0.065286
PSMD14	PSMC1,PSMD14,9,276,2,12,PSMC1,10,363,1,22,0.079516
LCP2	SH3GL2,LCP2,8,10,0,18,SH3GL2,17,49,1,7,0.999999
TP73	MDM2,TP73,14,16,1,46,MDM2,21,107,0,18,1.000000
PSMB1	PSMA1,PSMB1,9,213,0,10,PSMA1,11,238,3,28,0.236905
SNRPA	RBMX,SNRPA,10,93,0,22,RBMX,11,83,2,22,0.974015
UBB	RNF43,UBB,5,48,1,5,RNF43,3,41,0,9,0.732496
PJA2	UBE2N,PJA2,12,42,0,5,UBE2N,12,136,3,18,0.616398
TEAD1	TEAD1,TEAD1,34,59,2,28,TEAD1,34,59,2,28,1.000000
FTL	FTL,FTL,33,156,1,15,FTL,33,156,1,15,0.992756
UBB	RNF31,UBB,23,76,1,5,RNF31,20,216,2,14,0.545275
ROCK2	IKBKE,ROCK2,59,263,3,11,IKBKE,42,237,2,23,0.844915
TAF10	TAF8,TAF10,51,86,2,12,TAF8,50,93,1,15,1.000000
CDC16	CDC16,CDC16,26,302,1,38,CDC16,26,302,1,38,0.991286
UBE2D1	RNF181,UBE2D1,16,137,1,11,RNF181,13,42,0,11,0.979524
SNRPB	SNRPD3,SNRPB,22,90,1,27,SNRPD3,19,71,2,12,0.998940
MAPK3	MAPK1,MAPK3,15,346,0,7,MAPK1,18,348,2,34,0.586591
CCL1	CCL1,CCL1,28,71,4,11,CCL1,28,71,4,11,0.691374
WDR5	KMT2C,WDR5,28,304,1,19,KMT2C,11,14,0,19,0.993070
WDR5	KMT2A,WDR5,23,300,1,19,KMT2A,6,6,0,1,0.863489
WDR5	KMT2B,WDR5,32,304,8,19,KMT2B,9,10,0,0,0.001665
SNRPB	SNRPD1,SNRPB,17,86,4,27,SNRPD1,16,87,1,6,0.781517
HP	HP,HP,32,310,1,19,HP,32,310,1,19,0.914441
UBA1	UBA1,UBA1,67,375,4,32,UBA1,67,375,4,32,0.905494
METTL3	METTL14,METTL3,51,202,4,16,METTL14,65,285,6,30,0.684513
NRAS	RAF1,NRAS,12,165,2,209,RAF1,13,76,0,26,1.000000
CDC16	CDC26,CDC16,60,301,4,38,CDC26,22,26,0,2,0.995441
RAP1A	RALGDS,RAP1A,16,165,3,20,RALGDS,15,87,4,31,0.440332
SRSF2	SRSF4,SRSF2,6,69,2,20,SRSF4,5,61,0,21,0.872334
GPS1	COPS6,GPS1,15,419,1,23,COPS6,16,281,0,15,0.821159
GPS1	COPS3,GPS1,41,419,0,23,COPS3,57,401,1,6,0.975055
GPS1	COPS4,GPS1,15,101,0,23,COPS4,13,95,1,36,0.999888
SRSF2	SRSF1,SRSF2,6,67,0,20,SRSF1,6,64,2,28,0.941968
CDC42	FMNL2,CDC42,29,179,5,18,FMNL2,44,291,0,2,0.188815
MAPK8	NFATC3,MAPK8,18,349,2,19,NFATC3,8,12,1,34,0.744700
BCL2	PMAIP1,BCL2,24,99,1,13,PMAIP1,11,22,2,5,0.927883
GNAI3	RGS17,GNAI3,24,350,3,28,RGS17,25,121,8,27,0.024590
VPS4A	VPS4A,VPS4A,42,244,5,25,VPS4A,42,244,5,25,0.355408
ABL2	PIK3R3,ABL2,37,85,0,5,PIK3R3,37,90,1,18,0.999997
GAK	HSPA8,GAK,12,92,2,10,HSPA8,14,387,0,45,0.806937
RPS6	RPL24,RPS6,26,230,2,18,RPL24,17,62,2,8,0.545879
HRAS	NF1,HRAS,31,166,75,83,NF1,45,309,0,10,0.000000
KRT8	KRT31,KRT8,52,104,1,4,KRT31,50,110,3,29,0.999998
DNMT3L	DNMT3A,DNMT3L,24,191,1,4,DNMT3A,18,418,2,10,0.067325
PSMA2	PSMA4,PSMA2,36,233,0,9,PSMA4,33,250,5,17,0.310700
THBS1	THBS1,THBS1,6,204,2,51,THBS1,6,204,2,51,0.352751
INS	HLA-A,INS,10,10,0,3,HLA-A,32,276,3,8,0.211698
ESR1	SMYD2,ESR1,10,10,0,4,SMYD2,39,430,2,12,0.545592
KRT6A	KRT17,KRT6A,52,95,2,8,KRT17,48,90,1,25,1.000000
KRT6A	KRT15,KRT6A,52,95,2,8,KRT15,49,90,1,25,1.000000
STAT1	STAT2,STAT1,27,682,4,30,STAT2,29,677,0,2,0.041355
ARFIP2	ARF5,ARFIP2,17,196,0,20,ARF5,21,162,1,15,0.980306
STAT1	STAT1,STAT1,22,123,1,30,STAT1,22,123,1,30,0.999897
KRT8	KRT40,KRT8,54,95,1,4,KRT40,48,88,1,14,0.999990
STAM	STAM,STAM,14,24,4,33,STAM,14,24,4,33,1.000000
PSMA2	PSMA6,PSMA2,33,233,2,9,PSMA6,37,244,4,18,0.195426
FOS	JUN,FOS,20,53,1,22,JUN,20,52,6,22,0.999656
RHOA	ARHGAP20,RHOA,22,177,9,54,ARHGAP20,34,192,1,2,0.340957
LEP	LEP,LEP,25,130,2,18,LEP,25,130,2,18,0.935123
KRT8	KRT15,KRT8,52,95,1,4,KRT15,48,90,1,25,1.000000
PPARD	NR0B2,PPARD,59,159,5,34,NR0B2,40,167,0,14,0.999752
KRT8	KRT17,KRT8,55,95,1,4,KRT17,49,90,2,25,1.000000
KRT6A	KRT31,KRT6A,52,104,1,8,KRT31,49,110,3,29,1.000000
TP53	EP300,TP53,22,39,10,310,EP300,21,90,0,17,1.000000
SETD1A	WDR5,SETD1A,9,10,0,13,WDR5,27,304,1,19,0.979691
PPP3CB	PPP3R1,PPP3CB,55,399,0,9,PPP3R1,71,166,6,10,0.235129
RNF128	RNF128,RNF128,25,171,4,47,RNF128,25,171,4,47,0.973107
OGT	CSNK2A1,OGT,32,695,2,17,CSNK2A1,12,14,0,8,0.465056
ELMO1	DOCK2,ELMO1,54,190,2,34,DOCK2,55,157,0,2,0.999978
KRT6A	KRT40,KRT6A,51,104,0,8,KRT40,48,101,1,14,1.000000
ERBB3	ERBB3,ERBB3,29,283,1,114,ERBB3,29,283,1,114,1.000000
ERBB3	ERBB4,ERBB3,12,605,2,114,ERBB4,12,614,0,5,0.681922
GCK	GCKR,GCK,35,448,3,13,GCKR,32,602,0,15,0.263790
RELA	NFKBIB,RELA,32,130,2,23,NFKBIB,37,257,1,24,0.993909
WEE1	PLK1,WEE1,47,270,1,3,PLK1,39,251,0,45,0.999827
KCTD1	KCTD1,KCTD1,22,106,3,22,KCTD1,22,106,3,22,0.917754
LIMK2	PARD3,LIMK2,47,81,0,3,PARD3,49,80,2,32,1.000000
BTK	BTK,BTK,24,160,1,26,BTK,24,160,1,26,0.997825
DDX5	DDX5,DDX5,15,203,1,29,DDX5,15,203,1,29,0.934429
RAB11FIP3	RAB11A,RAB11FIP3,16,42,1,25,RAB11A,18,167,2,16,0.972475
RAB11FIP3	RAB11B,RAB11FIP3,12,41,1,25,RAB11B,15,175,3,16,0.770869
RHOQ	RHOQ,RHOQ,31,186,2,16,RHOQ,31,186,2,16,0.804226
LCK	PTPN12,LCK,7,7,2,14,PTPN12,18,298,1,7,0.244998
BUB1B	PPP2R5C,BUB1B,8,8,0,0,PPP2R5C,19,333,1,41,0.966023
NTRK2	FRS2,NTRK2,20,23,1,39,FRS2,34,115,1,18,1.000000
C1QBP	C1QBP,C1QBP,32,176,3,17,C1QBP,32,176,3,17,0.601750
KRAS	KRAS,KRAS,14,168,2,475,KRAS,14,168,2,475,1.000000
ANAPC1	ANAPC2,ANAPC1,54,1569,1,6,ANAPC2,50,604,0,6,0.444851
ANAPC1	ANAPC5,ANAPC1,118,1569,0,6,ANAPC5,128,688,2,22,0.825183
LCK	PTPN22,LCK,7,7,2,14,PTPN22,15,296,0,1,0.298076
H3F3A	KMT2E,H3F3A,6,7,3,14,KMT2E,14,65,1,8,0.897937
ARHGDIA	CDC42,ARHGDIA,47,200,3,12,CDC42,33,187,6,18,0.150012
ORC1	ORC2,ORC1,21,355,0,29,ORC2,13,288,2,25,0.786399
UBA52	USP7,UBA52,38,76,0,12,USP7,63,347,1,23,0.999929
IL7	IL7R,IL7,19,115,2,17,IL7R,16,195,0,8,0.790762
RAB11FIP3	RAB25,RAB11FIP3,5,55,1,25,RAB25,3,167,0,15,0.769627
COL3A1	SPARC,COL3A1,6,33,0,3,SPARC,8,215,1,30,0.853034
IL4R	IL13,IL4R,18,183,1,75,IL13,15,111,2,9,0.996945
CALM2	GRIN1,CALM2,40,137,2,10,GRIN1,19,20,0,34,1.000000
RXRA	NR1H4,RXRA,44,234,16,43,NR1H4,42,191,2,23,0.104694
RXRA	NR1H2,RXRA,47,319,15,43,NR1H2,54,385,3,12,0.000453
BACE1	BACE1,BACE1,25,375,2,9,BACE1,25,375,2,9,0.028418
BCAS2	PRPF19,BCAS2,47,187,4,22,PRPF19,39,68,3,22,0.997647
JAK2	NCK1,JAK2,23,81,0,9,NCK1,21,75,1,24,0.999982
MMP10	TIMP2,MMP10,30,159,0,14,TIMP2,34,182,2,12,0.968493
PCGF2	RNF2,PCGF2,54,99,3,6,RNF2,44,101,0,3,0.899914
UBC	VPS36,UBC,12,73,0,2,VPS36,16,129,1,12,0.876186
MRPL41	MRPL47,MRPL41,37,109,2,8,MRPL47,46,176,1,8,0.887104
PAK3	RAC1,PAK3,17,24,0,17,RAC1,22,177,2,42,0.999955
MAPK14	MAPKAPK3,MAPK14,90,348,5,22,MAPKAPK3,82,334,8,31,0.598336
SKP1	FBXW2,SKP1,28,72,1,9,FBXW2,19,39,0,9,0.999950
MAPK14	MAPKAPK5,MAPK14,91,348,5,22,MAPKAPK5,85,354,3,26,0.940164
SKP1	FBXW5,SKP1,32,74,1,9,FBXW5,23,44,0,14,0.999999
SKP1	FBXW8,SKP1,29,72,2,9,FBXW8,18,38,2,16,0.998986
SKP1	FBXW9,SKP1,33,77,1,9,FBXW9,23,42,0,4,0.999743
UBE2D2	UBE4A,UBE2D2,9,147,0,4,UBE4A,7,58,1,3,0.433819
MME	MME,MME,26,696,2,61,MME,26,696,2,61,0.672217
MYOG	TCF3,MYOG,18,52,1,20,TCF3,17,54,0,3,0.999901
RAD21	STAG2,RAD21,61,75,1,6,STAG2,106,905,0,6,0.893739
KRT20	KRT80,KRT20,49,90,3,39,KRT80,51,95,2,29,1.000000
CD4	HLA-DRA,CD4,5,177,0,2,HLA-DRA,12,179,4,41,0.148254
MAP2K5	MAPK7,MAP2K5,41,123,4,22,MAPK7,50,355,4,24,0.670136
ANXA2	S100A10,ANXA2,12,13,1,19,S100A10,14,91,1,7,0.994544
HRAS	RIN1,HRAS,13,160,1,83,RIN1,13,85,2,6,0.996922
HIST2H4B	H3F3A,HIST2H4B,43,83,0,0,H3F3A,47,98,2,14,0.999021
CDK1	CDK7,CDK1,19,289,1,15,CDK7,20,289,1,22,0.722688
CCND1	CDKN1A,CCND1,24,125,0,22,CDKN1A,15,51,2,39,0.999996
COPS2	COPS4,COPS2,12,403,0,18,COPS4,12,406,2,36,0.478633
RHOC	RHOC,RHOC,3,179,1,14,RHOC,3,179,1,14,0.079698
CCS	CCS,CCS,22,148,3,14,CCS,22,148,3,14,0.228946
CD4	CD4,CD4,16,178,1,2,CD4,16,178,1,2,0.042864
TUBG1	TUBG1,TUBG1,42,432,3,26,TUBG1,42,432,3,26,0.394147
RANGAP1	UBE2I,RANGAP1,12,157,0,6,UBE2I,17,157,1,11,0.807443
MAPK1	MAPK14,MAPK1,10,348,0,34,MAPK14,11,334,1,22,0.826477
CHMP3	CHMP3,CHMP3,39,162,3,14,CHMP3,39,162,3,14,0.698195
CDKN2C	CDK6,CDKN2C,26,155,4,16,CDK6,23,293,3,19,0.081458
COPS2	COPS5,COPS2,14,403,0,18,COPS5,18,298,1,26,0.872016
LYN	PTK2,LYN,14,268,1,29,PTK2,12,272,0,23,0.923157
UBE2D1	RNF4,UBE2D1,14,137,1,11,RNF4,15,47,3,10,0.427442
UBE2D1	RNF2,UBE2D1,15,146,1,11,RNF2,15,107,0,3,0.829163
SLC1A2	SLC1A2,SLC1A2,33,421,1,14,SLC1A2,33,421,1,14,0.656053
CASP8	CASP10,CASP8,68,258,2,50,CASP10,55,198,0,5,0.999999
CXCL1	CXCL1,CXCL1,22,73,1,9,CXCL1,22,73,1,9,0.986222
PQBP1	TXNL4A,PQBP1,14,26,1,22,TXNL4A,22,134,2,10,0.985056
KRT20	KRT40,KRT20,4,90,0,39,KRT40,4,88,1,14,0.912596
NR1I3	NR1I3,NR1I3,14,246,1,34,NR1I3,14,246,1,34,0.905058
RXRA	NR1I3,RXRA,29,236,14,43,NR1I3,32,246,3,34,0.014797
GTF2F2	POLR2B,GTF2F2,36,222,1,13,POLR2B,46,1165,0,0,0.547162
MRPL41	MRPL24,MRPL41,30,109,1,8,MRPL24,29,189,1,19,0.980165
BMI1	RNF2,BMI1,51,97,10,35,RNF2,46,100,1,3,0.996615
TRAC	HLA-E,TRAC,10,199,0,0,HLA-E,12,268,2,21,0.260134
RRAS	AFDN,RRAS,15,161,1,10,AFDN,15,100,0,0,0.705073
CD4	HLA-DRB1,CD4,8,177,0,2,HLA-DRB1,15,191,1,18,0.724941
PGR	NCOA1,PGR,15,251,2,18,NCOA1,8,12,0,5,0.609527
CASK	PLK2,CASK,18,265,1,9,PLK2,18,252,0,12,0.780343
NEDD8	COPS6,NEDD8,22,69,1,7,COPS6,30,108,1,15,0.995179
PIK3R2	STAT3,PIK3R2,22,75,0,11,STAT3,25,91,1,9,0.998715
NEDD8	COPS5,NEDD8,21,69,1,7,COPS5,32,110,0,26,0.999991
SRGAP3	SH3GL1,SRGAP3,15,45,0,7,SH3GL1,14,44,1,26,0.999998
RAB8A	RAB3IL1,RAB8A,20,171,0,8,RAB3IL1,16,69,2,18,0.918310
CHMP4C	CHMP4C,CHMP4C,20,75,2,20,CHMP4C,20,75,2,20,0.997570
SKP1	FBXL3,SKP1,38,130,1,9,FBXL3,34,394,1,26,0.962747
CHMP4C	CHMP4B,CHMP4C,18,75,1,20,CHMP4B,22,79,1,16,0.999729
SKP1	FBXL5,SKP1,24,61,1,9,FBXL5,21,44,1,46,1.000000
SKP1	FBXL7,SKP1,30,75,1,9,FBXL7,25,46,2,25,1.000000
SKP1	FBXL8,SKP1,28,77,1,9,FBXL8,20,37,0,8,0.999908
CHMP4C	CHMP4A,CHMP4C,19,75,2,20,CHMP4A,21,79,0,8,0.997617
RNPS1	PUF60,RNPS1,7,68,1,18,PUF60,7,67,0,0,0.860643
EGFR	ERBB3,EGFR,39,297,0,7,ERBB3,34,275,2,114,0.999999
ARAF	ARAF,ARAF,25,274,1,6,ARAF,25,274,1,6,0.300547
SKP1	FBXO2,SKP1,27,154,1,9,FBXO2,29,240,2,13,0.623221
SKP1	FBXO4,SKP1,37,145,0,9,FBXO4,33,274,6,25,0.512165
SKP1	FBXO6,SKP1,39,162,1,9,FBXO6,39,251,3,17,0.751075
PCNA	PCLAF,PCNA,35,256,2,15,PCLAF,19,21,0,0,0.820869
SKP1	FBXO7,SKP1,26,72,1,9,FBXO7,19,38,0,8,0.999869
SKP1	FBXO9,SKP1,36,77,1,9,FBXO9,28,51,1,26,1.000000
RAP1B	PAK2,RAP1B,21,161,3,23,PAK2,17,24,0,3,0.925405
PAK3	CDC42,PAK3,4,24,0,17,CDC42,4,177,1,18,0.758652
NFYA	NFYC,NFYA,6,62,0,3,NFYC,8,80,1,23,0.932708
NFYA	NFYB,NFYA,14,62,0,3,NFYB,21,92,1,12,0.979088
RHOG	ARHGDIG,RHOG,30,181,1,12,ARHGDIG,35,176,1,11,0.939858
ARF1	ARF1,ARF1,12,179,1,6,ARF1,12,179,1,6,0.190149
RPS4X	RPS24,RPS4X,13,262,1,13,RPS24,15,124,0,12,0.847808
CD226	CD226,CD226,4,98,1,43,CD226,4,98,1,43,0.870610
ARL3	ARL2BP,ARL3,26,179,5,12,ARL2BP,28,116,3,17,0.146498
DBNL	DBNL,DBNL,8,56,1,25,DBNL,8,56,1,25,0.995805
H3F3A	DAXX,H3F3A,69,98,5,14,DAXX,79,205,0,6,0.992150
NEDD4	UBE2D3,NEDD4,34,375,1,11,UBE2D3,31,146,3,19,0.525018
RNF111	UBE2E3,RNF111,14,92,0,1,UBE2E3,13,147,1,15,0.853105
VEGFA	FLT1,VEGFA,13,98,2,16,FLT1,15,95,0,2,0.758664
SOCS2	CUL5,SOCS2,29,163,5,22,CUL5,14,368,0,3,0.047182
CSNK2A1	CDK11A,CSNK2A1,35,333,2,8,CDK11A,41,286,1,9,0.348147
UBE2D2	XIAP,UBE2D2,12,146,0,4,XIAP,11,58,1,19,0.936157
POLH	POLH,POLH,11,31,1,4,POLH,11,31,1,4,0.837916
UBE2E1	RLIM,UBE2E1,14,143,1,13,RLIM,13,62,0,23,0.993806
FN1	FYN,FN1,15,96,0,2,FYN,15,100,2,49,0.997863
UBE2D1	RNF111,UBE2D1,14,147,1,11,RNF111,18,92,0,1,0.821816
BRK1	ABI2,BRK1,21,64,2,7,ABI2,26,156,0,32,0.999015
UBE2D1	RNF115,UBE2D1,14,137,1,11,RNF115,14,42,1,6,0.769645
FBXO5	ANAPC10,FBXO5,9,94,2,18,ANAPC10,12,182,2,11,0.175500
IL10	IL10RA,IL10,9,145,1,13,IL10RA,8,205,0,21,0.816012
MDM4	TP53,MDM4,19,88,0,7,TP53,9,12,6,310,1.000000
POLR2A	POLR2H,POLR2A,38,1454,0,9,POLR2H,46,150,2,12,0.301795
PDGFA	PDGFRA,PDGFA,18,93,3,13,PDGFRA,25,282,0,1,0.211208
POLR2A	POLR2I,POLR2A,37,1454,0,9,POLR2I,37,125,2,8,0.188163
CUL2	ELOC,CUL2,18,141,1,22,ELOC,26,96,0,0,0.989091
POLR2A	POLR2B,POLR2A,216,1454,2,9,POLR2B,205,1165,0,0,0.437385
EIF4A3	CWC22,EIF4A3,46,389,1,27,CWC22,39,277,0,0,0.974942
WIF1	WIF1,WIF1,25,180,3,45,WIF1,25,180,3,45,0.989791
POLR2A	POLR2F,POLR2A,44,1454,0,9,POLR2F,48,86,2,12,0.359745
PARD6B	RHOJ,PARD6B,23,123,1,19,RHOJ,26,185,0,16,0.997676
CACNB1	CACNA1C,CACNB1,26,342,2,41,CACNA1C,15,29,0,9,0.979343
CDC42EP2	CDC42,CDC42EP2,18,25,1,15,CDC42,21,171,2,18,0.972382
HLA-DRA	HLA-DRA,HLA-DRA,14,178,4,41,HLA-DRA,14,178,4,41,0.316424
TRAF7	UBE2D4,TRAF7,9,33,2,51,UBE2D4,9,136,0,6,0.987296
FER	PIK3R3,FER,30,75,1,2,PIK3R3,30,90,0,18,0.999881
HBA1	HBA1,HBA1,9,141,1,3,HBA1,9,141,1,3,0.051433
DUSP1	MAPK12,DUSP1,30,140,1,14,MAPK12,24,341,1,11,0.788003
DUSP1	MAPK14,DUSP1,19,140,1,14,MAPK14,19,339,1,22,0.790728
FER	PIK3R1,FER,27,75,1,2,PIK3R1,28,83,0,8,0.986139
EHD3	EHD3,EHD3,78,517,1,1,EHD3,78,517,1,1,0.022762
ACTG1	ACTG1,ACTG1,29,374,3,26,ACTG1,29,374,3,26,0.213539
RAB5C	TBC1D17,RAB5C,21,160,3,13,TBC1D17,29,227,0,4,0.379695
RAB5C	TBC1D15,RAB5C,23,160,3,13,TBC1D15,27,227,0,5,0.416517
VIM	VIM,VIM,32,83,1,42,VIM,32,83,1,42,1.000000
PLK4	CEP152,PLK4,31,222,0,22,CEP152,25,33,1,16,0.999919
FANCL	FANCL,FANCL,7,186,1,13,FANCL,7,186,1,13,0.256131
NEDD8	FBXO4,NEDD8,3,74,0,7,FBXO4,4,42,1,25,0.863544
DR1	POLE3,DR1,34,64,0,10,POLE3,34,65,2,11,0.999996
RAB11B	RAB11FIP2,RAB11B,18,167,3,16,RAB11FIP2,14,56,1,41,0.971753
OCRL	RAB1B,OCRL,19,139,0,2,RAB1B,20,167,1,16,0.914056
CDK5	CABLES1,CDK5,24,282,1,4,CABLES1,22,87,0,3,0.606239
SUMO3	UBE2I,SUMO3,18,80,2,15,UBE2I,15,157,1,11,0.722043
ABL1	FYN,ABL1,15,433,0,5,FYN,16,447,3,49,0.296385
DUSP16	DUSP16,DUSP16,18,134,2,50,DUSP16,18,134,2,50,0.999598
CDK13	CDC37,CDK13,20,210,0,5,CDC37,13,132,1,25,0.952360
MET	TEC,MET,59,267,0,9,TEC,58,264,7,51,0.987124
U2AF2	SRSF11,U2AF2,7,70,0,12,SRSF11,9,65,2,30,0.966766
IL2	IL2,IL2,14,122,1,13,IL2,14,122,1,13,0.816270
VEGFA	PGF,VEGFA,32,94,0,16,PGF,32,97,2,16,0.999963
ITCH	ITCH,ITCH,10,76,1,36,ITCH,10,76,1,36,0.999538
HLA-DRA	HLA-DMA,HLA-DRA,27,180,9,41,HLA-DMA,31,186,1,18,0.462376
BRPF1	HIST2H4B,BRPF1,12,111,1,10,HIST2H4B,5,10,0,0,0.779971
OCRL	RAB31,OCRL,22,139,0,2,RAB31,21,161,1,14,0.915862
APOA1	APOA1,APOA1,87,180,12,24,APOA1,87,180,12,24,0.464897
CENPA	HJURP,CENPA,29,82,2,10,HJURP,32,61,0,3,0.992266
BCL2	BBC3,BCL2,36,192,1,13,BBC3,16,19,0,6,0.995374
HIST1H3E	EZH2,HIST1H3E,9,9,1,24,EZH2,22,581,5,10,0.007936
DHX16	DHX38,DHX16,23,233,0,5,DHX38,25,240,1,17,0.905025
UBE2C	ANAPC11,UBE2C,8,162,2,7,ANAPC11,9,84,0,4,0.173654
EDA	EDA,EDA,27,140,2,28,EDA,27,140,2,28,0.997043
STRA13	FANCM,STRA13,21,74,2,3,FANCM,21,105,1,3,0.145895
GPSM1	GPSM1,GPSM1,22,349,1,25,GPSM1,22,349,1,25,0.831735
USP8	RNF41,USP8,12,134,0,2,RNF41,16,126,1,25,0.953879
YAP1	SMAD1,YAP1,15,34,1,3,SMAD1,12,12,0,25,1.000000
LTA	LTB,LTA,23,134,2,22,LTB,25,135,0,7,0.975577
FGFR2	FGF8,FGFR2,50,197,0,2,FGF8,46,149,1,14,0.994481
VAV2	CBLB,VAV2,16,52,0,24,CBLB,7,8,3,44,1.000000
KRT15	KRT4,KRT15,51,110,1,25,KRT4,52,104,0,10,1.000000
VAV1	ABI1,VAV1,7,61,1,51,ABI1,9,50,0,35,0.999998
HLA-DRB1	CD74,HLA-DRB1,22,187,3,18,CD74,12,15,1,21,0.913095
STK4	STK4,STK4,32,51,3,17,STK4,32,51,3,17,1.000000
STK4	STK3,STK4,21,291,0,17,STK3,22,303,4,38,0.570164
NR5A1	NR5A1,NR5A1,21,239,2,24,NR5A1,21,239,2,24,0.618197
RBBP4	MTA1,RBBP4,29,386,2,25,MTA1,16,22,0,14,0.938817
PRPF6	TXNL4A,PRPF6,12,18,0,0,TXNL4A,16,133,1,10,0.871388
IL4	IL4R,IL4,19,129,1,12,IL4R,20,188,1,75,0.999855
RUVBL2	RUVBL1,RUVBL2,52,315,6,21,RUVBL1,43,320,1,7,0.114015
MRPL37	MRPL47,MRPL37,14,376,1,22,MRPL47,13,176,0,8,0.777870
RUVBL2	RUVBL2,RUVBL2,54,301,2,21,RUVBL2,54,301,2,21,0.957614
CYFIP1	BRK1,CYFIP1,41,1175,2,12,BRK1,27,64,3,7,0.003025
B3GAT2	B3GAT2,B3GAT2,55,242,2,7,B3GAT2,55,242,2,7,0.397839
ODC1	OAZ3,ODC1,47,392,2,28,OAZ3,48,104,0,15,0.998803
CAPN3	CAPN3,CAPN3,42,170,1,20,CAPN3,42,170,1,20,0.999834
SERPINA5	SERPINA5,SERPINA5,28,28,1,23,SERPINA5,28,28,1,23,1.000000
ERBB3	TNS4,ERBB3,5,253,1,114,TNS4,7,90,0,4,0.985038
GHR	PTPRK,GHR,20,67,0,7,PTPRK,17,79,3,17,0.963186
MYL12B	DAPK3,MYL12B,22,136,0,12,DAPK3,20,273,2,28,0.926859
YWHAZ	GAB2,YWHAZ,23,230,3,18,GAB2,9,9,0,5,0.611365
KHDRBS1	KHDRBS1,KHDRBS1,17,37,1,33,KHDRBS1,17,37,1,33,1.000000
RAB3B	RAB3B,RAB3B,32,178,3,17,RAB3B,32,178,3,17,0.589782
ODC1	OAZ1,ODC1,41,383,1,28,OAZ1,42,125,0,5,0.997225
ERBB3	TXK,ERBB3,33,263,2,114,TXK,31,261,2,12,0.999922
NEGR1	NTM,NEGR1,15,85,1,55,NTM,15,82,0,13,0.999999
SNRNP70	SNRPF,SNRNP70,7,58,0,6,SNRPF,9,74,1,2,0.644309
SNRNP70	SNRPC,SNRNP70,8,58,0,6,SNRPC,8,53,1,16,0.967430
HIST1H3E	CBX3,HIST1H3E,10,15,3,24,CBX3,18,47,3,15,0.999983
HIST1H3E	CBX8,HIST1H3E,7,7,1,24,CBX8,19,58,1,43,1.000000
PAK2	MKNK1,PAK2,111,252,0,3,MKNK1,80,313,2,6,0.863446
HIST1H3E	CBX2,HIST1H3E,10,15,3,24,CBX2,18,60,0,22,1.000000
RHOA	NGEF,RHOA,28,173,26,54,NGEF,32,179,0,1,0.000000
JAK1	IL10RA,JAK1,31,436,0,16,IL10RA,20,29,1,21,0.986409
PCSK9	PCSK9,PCSK9,42,278,4,53,PCSK9,42,278,4,53,0.993762
FOS	ATF2,FOS,22,56,1,22,ATF2,23,55,0,2,0.999996
SNRPA	SNRPA1,SNRPA,21,92,2,22,SNRPA1,26,174,3,13,0.765373
KRT86	KRT15,KRT86,52,95,5,21,KRT15,48,90,1,25,1.000000
AURKA	AKT1,AURKA,27,254,0,22,AKT1,33,293,3,37,0.963901
RAB8A	MYO5B,RAB8A,30,165,1,8,MYO5B,27,393,0,14,0.906572
UBB	SKP1,UBB,17,75,1,5,SKP1,22,140,2,9,0.479944
RRM2	RRM2,RRM2,38,286,3,25,RRM2,38,286,3,25,0.668023
BAX	BAX,BAX,71,147,3,23,BAX,71,147,3,23,1.000000
LRP6	SOST,LRP6,17,306,0,19,SOST,6,7,2,14,0.708561
ZKSCAN1	ZSCAN32,ZKSCAN1,35,81,1,45,ZSCAN32,36,81,0,1,1.000000
RPS3	RPS10,RPS3,15,225,1,14,RPS10,20,95,1,8,0.710469
DCX	DCX,DCX,19,96,1,12,DCX,19,96,1,12,0.965206
UBE2D2	UBE2D2,UBE2D2,26,399,1,4,UBE2D2,26,399,1,4,0.091438
PIP4K2C	PIP4K2C,PIP4K2C,25,245,4,17,PIP4K2C,25,245,4,17,0.018859
ZNF212	ZNF212,ZNF212,4,52,1,8,ZNF212,4,52,1,8,0.351689
